"year","ctry","variable","pubdate","value"
"2024",163,"NGDP_RPCH",2023-02-13,1.5
"2023",918,"NGDP_RPCH",2023-02-13,1.4
"2024",918,"NGDP_RPCH",2023-02-13,2.5
"2023",935,"NGDP_RPCH",2023-02-13,0.1
"2024",935,"NGDP_RPCH",2023-02-13,1.9
"2023",128,"NGDP_RPCH",2023-02-13,0.1
"2024",128,"NGDP_RPCH",2023-02-13,1.6
"2023",944,"NGDP_RPCH",2023-02-13,0.6
"2024",944,"NGDP_RPCH",2023-02-13,2.6
"2023",964,"NGDP_RPCH",2023-02-13,0.4
"2024",964,"NGDP_RPCH",2023-02-13,2.5
"2023",968,"NGDP_RPCH",2023-02-13,2.5
"2024",968,"NGDP_RPCH",2023-02-13,3
"2023",144,"NGDP_RPCH",2023-02-13,-0.8
"2024",144,"NGDP_RPCH",2023-02-13,1.2
"2023",998,"NGDP_RPCH",2023-02-13,0.8
"2024",998,"NGDP_RPCH",2023-02-13,1.6
"2023",122,"PCPIPCH",2023-02-13,6.6
"2024",122,"PCPIPCH",2023-02-13,3.6
"2023",124,"PCPIPCH",2023-02-13,4.3
"2024",124,"PCPIPCH",2023-02-13,2.7
"2023",960,"PCPIPCH",2023-02-13,6.5
"2024",960,"PCPIPCH",2023-02-13,1.6
"2023",423,"PCPIPCH",2023-02-13,4
"2024",423,"PCPIPCH",2023-02-13,2.5
"2023",939,"PCPIPCH",2023-02-13,6.2
"2024",939,"PCPIPCH",2023-02-13,2.2
"2023",172,"PCPIPCH",2023-02-13,4.2
"2024",172,"PCPIPCH",2023-02-13,2
"2023",132,"PCPIPCH",2023-02-13,5.2
"2024",132,"PCPIPCH",2023-02-13,2.5
"2023",134,"PCPIPCH",2023-02-13,6.3
"2024",134,"PCPIPCH",2023-02-13,2.4
"2023",174,"PCPIPCH",2023-02-13,4.5
"2024",174,"PCPIPCH",2023-02-13,2.4
"2023",178,"PCPIPCH",2023-02-13,4.4
"2024",178,"PCPIPCH",2023-02-13,2.1
"2023",136,"PCPIPCH",2023-02-13,6.1
"2024",136,"PCPIPCH",2023-02-13,2.6
"2023",941,"PCPIPCH",2023-02-13,7.9
"2024",941,"PCPIPCH",2023-02-13,1.5
"2023",946,"PCPIPCH",2023-02-13,8.7
"2024",946,"PCPIPCH",2023-02-13,2.1
"2023",137,"PCPIPCH",2023-02-13,3.1
"2024",137,"PCPIPCH",2023-02-13,2.7
"2023",181,"PCPIPCH",2023-02-13,4.3
"2024",181,"PCPIPCH",2023-02-13,2.4
"2023",138,"PCPIPCH",2023-02-13,4.5
"2024",138,"PCPIPCH",2023-02-13,2.7
"2023",182,"PCPIPCH",2023-02-13,5.4
"2024",182,"PCPIPCH",2023-02-13,2.6
"2023",936,"PCPIPCH",2023-02-13,9.7
"2024",936,"PCPIPCH",2023-02-13,5.3
"2023",961,"PCPIPCH",2023-02-13,6.1
"2024",961,"PCPIPCH",2023-02-13,3.5
"2023",184,"PCPIPCH",2023-02-13,4.4
"2024",184,"PCPIPCH",2023-02-13,2.3
"2023",163,"PCPIPCH",2023-02-13,5.6
"2024",163,"PCPIPCH",2023-02-13,2.5
"2023",918,"PCPIPCH",2023-02-13,7.8
"2024",918,"PCPIPCH",2023-02-13,4
"2023",935,"PCPIPCH",2023-02-13,9.3
"2024",935,"PCPIPCH",2023-02-13,3.5
"2023",128,"PCPIPCH",2023-02-13,4.4
"2024",128,"PCPIPCH",2023-02-13,2.5
"2023",944,"PCPIPCH",2023-02-13,16.4
"2024",944,"PCPIPCH",2023-02-13,4
"2023",964,"PCPIPCH",2023-02-13,11.7
"2024",964,"PCPIPCH",2023-02-13,4.4
"2023",968,"PCPIPCH",2023-02-13,9.7
"2024",968,"PCPIPCH",2023-02-13,5.5
"2023",144,"PCPIPCH",2023-02-13,6.3
"2024",144,"PCPIPCH",2023-02-13,1.8
"2023",998,"PCPIPCH",2023-02-13,6.4
"2024",998,"PCPIPCH",2023-02-13,2.8
