"year","ctry","variable","pubdate","value"
"2002",122,"PCPIPCH","2002-12-01",1.8
"2003",122,"PCPIPCH","2002-12-01",1.8
"2004",122,"PCPIPCH","2002-12-01",1.6
"2003",122,"PCPIPCH","2003-12-01",1.3
"2004",122,"PCPIPCH","2003-12-01",1.6
"2005",122,"PCPIPCH","2003-12-01",1.5
"2004",122,"PCPIPCH","2004-12-01",1.9
"2005",122,"PCPIPCH","2004-12-01",2
"2006",122,"PCPIPCH","2004-12-01",1.7
"2005",122,"PCPIPCH","2005-12-01",2.2
"2006",122,"PCPIPCH","2005-12-01",1.9
"2007",122,"PCPIPCH","2005-12-01",1.7
"2006",122,"PCPIPCH","2006-12-01",1.7
"2007",122,"PCPIPCH","2006-12-01",1.4
"2008",122,"PCPIPCH","2006-12-01",1.6
"2007",122,"PCPIPCH","2007-12-01",2.1
"2008",122,"PCPIPCH","2007-12-01",2.4
"2009",122,"PCPIPCH","2007-12-01",1.8
"2008",122,"PCPIPCH","2008-12-01",3.3
"2009",122,"PCPIPCH","2008-12-01",1.4
"2010",122,"PCPIPCH","2008-12-01",1.6
"2009",122,"PCPIPCH","2009-12-01",0.5
"2010",122,"PCPIPCH","2009-12-01",1.5
"2011",122,"PCPIPCH","2009-12-01",1.6
"2010",122,"PCPIPCH","2010-12-01",1.7
"2011",122,"PCPIPCH","2010-12-01",2.2
"2012",122,"PCPIPCH","2010-12-01",1.8
"2011",122,"PCPIPCH","2011-12-01",3.5
"2012",122,"PCPIPCH","2011-12-01",2.2
"2013",122,"PCPIPCH","2011-12-01",1.6
"2012",122,"PCPIPCH","2012-12-01",2.5
"2013",122,"PCPIPCH","2012-12-01",1.7
"2014",122,"PCPIPCH","2012-12-01",1.6
"2013",122,"PCPIPCH","2013-12-01",2.1
"2014",122,"PCPIPCH","2013-12-01",1.7
"2015",122,"PCPIPCH","2013-12-01",1.6
"2014",122,"PCPIPCH","2014-12-01",1.5
"2015",122,"PCPIPCH","2014-12-01",1.4
"2016",122,"PCPIPCH","2014-12-01",1.5
"2015",122,"PCPIPCH","2015-12-01",0.8
"2016",122,"PCPIPCH","2015-12-01",1.3
"2017",122,"PCPIPCH","2015-12-01",1.7
"2016",122,"PCPIPCH","2016-12-01",0.9
"2017",122,"PCPIPCH","2016-12-01",1.5
"2018",122,"PCPIPCH","2016-12-01",1.7
"2019",122,"PCPIPCH","2016-12-01",1.8
"2017",122,"PCPIPCH","2017-12-01",2.2
"2018",122,"PCPIPCH","2017-12-01",2.1
"2019",122,"PCPIPCH","2017-12-01",1.9
"2020",122,"PCPIPCH","2017-12-01",1.9
"2018",122,"PCPIPCH","2018-12-01",2.1
"2019",122,"PCPIPCH","2018-12-01",2.1
"2020",122,"PCPIPCH","2018-12-01",2
"2021",122,"PCPIPCH","2018-12-01",1.9
"2019",122,"PCPIPCH","2019-12-01",1.5
"2020",122,"PCPIPCH","2019-12-01",1.4
"2021",122,"PCPIPCH","2019-12-01",1.5
"2022",122,"PCPIPCH","2019-12-01",1.6
"2020",122,"PCPIPCH","2020-12-01",1.3
"2021",122,"PCPIPCH","2020-12-01",1.4
"2022",122,"PCPIPCH","2020-12-01",1.7
"2023",122,"PCPIPCH","2020-12-01",1.7
"2021",122,"PCPIPCH","2021-12-01",2.7
"2022",122,"PCPIPCH","2021-12-01",3.2
"2023",122,"PCPIPCH","2021-12-01",2.3
"2024",122,"PCPIPCH","2021-12-01",2
"2022",122,"PCPIPCH","2022-12-01",8.6
"2023",122,"PCPIPCH","2022-12-01",6.5
"2024",122,"PCPIPCH","2022-12-01",3.6
"2025",122,"PCPIPCH","2022-12-01",2.9
"2023",122,"PCPIPCH","2023-12-01",7.7
"2024",122,"PCPIPCH","2023-12-01",4
"2025",122,"PCPIPCH","2023-12-01",3
"2026",122,"PCPIPCH","2023-12-01",2.5
"2024",122,"PCPIPCH","2024-12-01",2.9
"2025",122,"PCPIPCH","2024-12-01",2.4
"2026",122,"PCPIPCH","2024-12-01",2.2
"2027",122,"PCPIPCH","2024-12-01",2
"2025",122,"PCPIPCH","2025-12-01",3.58402463861709
"2026",122,"PCPIPCH","2025-12-01",2.37066651257738
"2027",122,"PCPIPCH","2025-12-01",2.08377637938197
"2028",122,"PCPIPCH","2025-12-01",2.08062060848186
"2002",122,"PCPIPCH","2002-06-01",1.6
"2003",122,"PCPIPCH","2002-06-01",1.6
"2004",122,"PCPIPCH","2002-06-01",1.7
"2003",122,"PCPIPCH","2003-06-01",1.3
"2004",122,"PCPIPCH","2003-06-01",1.3
"2005",122,"PCPIPCH","2003-06-01",1.1
"2004",122,"PCPIPCH","2004-06-01",1.7
"2005",122,"PCPIPCH","2004-06-01",1.5
"2006",122,"PCPIPCH","2004-06-01",1.6
"2005",122,"PCPIPCH","2005-06-01",2.3
"2006",122,"PCPIPCH","2005-06-01",1.7
"2007",122,"PCPIPCH","2005-06-01",1.6
"2006",122,"PCPIPCH","2006-06-01",1.7
"2007",122,"PCPIPCH","2006-06-01",1.8
"2008",122,"PCPIPCH","2006-06-01",1.6
"2007",122,"PCPIPCH","2007-06-01",1.7
"2008",122,"PCPIPCH","2007-06-01",1.8
"2009",122,"PCPIPCH","2007-06-01",1.9
"2008",122,"PCPIPCH","2008-06-01",3.1
"2009",122,"PCPIPCH","2008-06-01",2.4
"2010",122,"PCPIPCH","2008-06-01",1.9
"2009",122,"PCPIPCH","2009-06-01",0.4
"2010",122,"PCPIPCH","2009-06-01",1.1
"2011",122,"PCPIPCH","2009-06-01",1.2
"2010",122,"PCPIPCH","2010-06-01",1.7
"2011",122,"PCPIPCH","2010-06-01",1.7
"2012",122,"PCPIPCH","2010-06-01",1.8
"2011",122,"PCPIPCH","2011-06-01",3.2
"2012",122,"PCPIPCH","2011-06-01",2.1
"2013",122,"PCPIPCH","2011-06-01",1.9
"2012",122,"PCPIPCH","2012-06-01",2.4
"2013",122,"PCPIPCH","2012-06-01",1.7
"2014",122,"PCPIPCH","2012-06-01",1.9
"2013",122,"PCPIPCH","2013-06-01",2
"2014",122,"PCPIPCH","2013-06-01",1.7
"2015",122,"PCPIPCH","2013-06-01",1.8
"2014",122,"PCPIPCH","2014-06-01",1.8
"2015",122,"PCPIPCH","2014-06-01",1.7
"2016",122,"PCPIPCH","2014-06-01",1.9
"2015",122,"PCPIPCH","2015-06-01",0.9
"2016",122,"PCPIPCH","2015-06-01",1.9
"2017",122,"PCPIPCH","2015-06-01",2
"2016",122,"PCPIPCH","2016-06-01",1
"2017",122,"PCPIPCH","2016-06-01",1.7
"2018",122,"PCPIPCH","2016-06-01",1.9
"2017",122,"PCPIPCH","2017-06-01",2
"2018",122,"PCPIPCH","2017-06-01",1.8
"2019",122,"PCPIPCH","2017-06-01",1.8
"2018",122,"PCPIPCH","2018-06-01",2.2
"2019",122,"PCPIPCH","2018-06-01",2
"2020",122,"PCPIPCH","2018-06-01",1.9
"2019",122,"PCPIPCH","2019-06-01",1.7
"2020",122,"PCPIPCH","2019-06-01",1.7
"2021",122,"PCPIPCH","2019-06-01",1.7
"2020",122,"PCPIPCH","2020-06-01",0.8
"2021",122,"PCPIPCH","2020-06-01",0.8
"2022",122,"PCPIPCH","2020-06-01",1.5
"2021",122,"PCPIPCH","2021-06-01",2
"2022",122,"PCPIPCH","2021-06-01",1.8
"2023",122,"PCPIPCH","2021-06-01",1.8
"2024",122,"PCPIPCH","2021-06-01",NA
"2022",122,"PCPIPCH","2022-06-01",6.2
"2023",122,"PCPIPCH","2022-06-01",3.6
"2024",122,"PCPIPCH","2022-06-01",2.7
"2023",122,"PCPIPCH","2023-06-01",7.4
"2024",122,"PCPIPCH","2023-06-01",4.1
"2025",122,"PCPIPCH","2023-06-01",2.9
"2024",122,"PCPIPCH","2024-06-01",3.4
"2025",122,"PCPIPCH","2024-06-01",2.7
"2026",122,"PCPIPCH","2024-06-01",2.5
"2025",122,"PCPIPCH","2025-06-01",2.99041279618497
"2026",122,"PCPIPCH","2025-06-01",1.81913335660773
"2027",122,"PCPIPCH","2025-06-01",2.10313343251096
"2001",122,"LUR","2001-12-01",3.8
"2002",122,"LUR","2001-12-01",3.9
"2003",122,"LUR","2001-12-01",3.8
"2002",122,"LUR","2002-12-01",4.1
"2003",122,"LUR","2002-12-01",4.1
"2004",122,"LUR","2002-12-01",4
"2003",122,"LUR","2003-12-01",4.4
"2004",122,"LUR","2003-12-01",4.4
"2005",122,"LUR","2003-12-01",4.2
"2004",122,"LUR","2004-12-01",4.5
"2005",122,"LUR","2004-12-01",4.5
"2006",122,"LUR","2004-12-01",4.4
"2005",122,"LUR","2005-12-01",5.2
"2006",122,"LUR","2005-12-01",5.2
"2007",122,"LUR","2005-12-01",5.1
"2006",122,"LUR","2006-12-01",4.9
"2007",122,"LUR","2006-12-01",4.7
"2008",122,"LUR","2006-12-01",4.7
"2007",122,"LUR","2007-12-01",4.3
"2008",122,"LUR","2007-12-01",4.2
"2009",122,"LUR","2007-12-01",4.3
"2008",122,"LUR","2008-12-01",3.7
"2009",122,"LUR","2008-12-01",4.2
"2010",122,"LUR","2008-12-01",4.8
"2009",122,"LUR","2009-12-01",4.7
"2010",122,"LUR","2009-12-01",5.3
"2011",122,"LUR","2009-12-01",5.4
"2010",122,"LUR","2010-12-01",4.5
"2011",122,"LUR","2010-12-01",4.4
"2012",122,"LUR","2010-12-01",4.3
"2011",122,"LUR","2011-12-01",4.2
"2012",122,"LUR","2011-12-01",4.5
"2013",122,"LUR","2011-12-01",4.5
"2012",122,"LUR","2012-12-01",4.4
"2013",122,"LUR","2012-12-01",4.7
"2014",122,"LUR","2012-12-01",4.7
"2013",122,"LUR","2013-12-01",4.9
"2014",122,"LUR","2013-12-01",5
"2015",122,"LUR","2013-12-01",5
"2014",122,"LUR","2014-12-01",5.1
"2015",122,"LUR","2014-12-01",5.3
"2016",122,"LUR","2014-12-01",5.3
"2015",122,"LUR","2015-12-01",5.8
"2016",122,"LUR","2015-12-01",6.1
"2017",122,"LUR","2015-12-01",6.3
"2016",122,"LUR","2016-12-01",6.1
"2017",122,"LUR","2016-12-01",6.3
"2018",122,"LUR","2016-12-01",6.3
"2019",122,"LUR","2016-12-01",6.2
"2017",122,"LUR","2017-12-01",5.5
"2018",122,"LUR","2017-12-01",5.1
"2019",122,"LUR","2017-12-01",5.1
"2020",122,"LUR","2017-12-01",5
"2018",122,"LUR","2018-12-01",4.9
"2019",122,"LUR","2018-12-01",4.7
"2020",122,"LUR","2018-12-01",4.7
"2021",122,"LUR","2018-12-01",4.5
"2019",122,"LUR","2019-12-01",4.6
"2020",122,"LUR","2019-12-01",4.7
"2021",122,"LUR","2019-12-01",4.8
"2022",122,"LUR","2019-12-01",4.7
"2020",122,"LUR","2020-12-01",5.3
"2021",122,"LUR","2020-12-01",5.6
"2022",122,"LUR","2020-12-01",5.1
"2023",122,"LUR","2020-12-01",4.8
"2021",122,"LUR","2021-12-01",6.3
"2022",122,"LUR","2021-12-01",5.4
"2023",122,"LUR","2021-12-01",5
"2024",122,"LUR","2021-12-01",4.7
"2022",122,"LUR","2022-12-01",4.8
"2023",122,"LUR","2022-12-01",4.9
"2024",122,"LUR","2022-12-01",4.7
"2025",122,"LUR","2022-12-01",4.6
"2023",122,"LUR","2023-12-01",5.3
"2024",122,"LUR","2023-12-01",5.5
"2025",122,"LUR","2023-12-01",5.3
"2026",122,"LUR","2023-12-01",5.2
"2024",122,"LUR","2024-12-01",5.2
"2025",122,"LUR","2024-12-01",5.3
"2026",122,"LUR","2024-12-01",5.1
"2027",122,"LUR","2024-12-01",5
"2025",122,"LUR","2025-12-01",5.603430139675
"2026",122,"LUR","2025-12-01",5.6910969512
"2027",122,"LUR","2025-12-01",5.56271638775
"2028",122,"LUR","2025-12-01",5.4648152452
"2002",122,"LUR","2002-06-01",3.9
"2003",122,"LUR","2002-06-01",3.7
"2004",122,"LUR","2002-06-01",3.6
"2003",122,"LUR","2003-06-01",4.4
"2004",122,"LUR","2003-06-01",4.4
"2005",122,"LUR","2003-06-01",4.2
"2004",122,"LUR","2004-06-01",4.5
"2005",122,"LUR","2004-06-01",4.4
"2006",122,"LUR","2004-06-01",4.1
"2005",122,"LUR","2005-06-01",4.5
"2006",122,"LUR","2005-06-01",4.4
"2007",122,"LUR","2005-06-01",4.3
"2006",122,"LUR","2006-06-01",5.1
"2007",122,"LUR","2006-06-01",5.1
"2008",122,"LUR","2006-06-01",5.1
"2007",122,"LUR","2007-06-01",4.3
"2008",122,"LUR","2007-06-01",4.2
"2009",122,"LUR","2007-06-01",4.2
"2008",122,"LUR","2008-06-01",4.2
"2009",122,"LUR","2008-06-01",4.4
"2010",122,"LUR","2008-06-01",4.4
"2009",122,"LUR","2009-06-01",5.3
"2010",122,"LUR","2009-06-01",6.5
"2011",122,"LUR","2009-06-01",6.6
"2010",122,"LUR","2010-06-01",5
"2011",122,"LUR","2010-06-01",5.1
"2012",122,"LUR","2010-06-01",5.1
"2011",122,"LUR","2011-06-01",4.3
"2012",122,"LUR","2011-06-01",4.3
"2013",122,"LUR","2011-06-01",4.1
"2012",122,"LUR","2012-06-01",4.3
"2013",122,"LUR","2012-06-01",4.3
"2014",122,"LUR","2012-06-01",4.2
"2013",122,"LUR","2013-06-01",4.8
"2014",122,"LUR","2013-06-01",4.9
"2015",122,"LUR","2013-06-01",4.9
"2014",122,"LUR","2014-06-01",5
"2015",122,"LUR","2014-06-01",5
"2016",122,"LUR","2014-06-01",4.9
"2015",122,"LUR","2015-06-01",5.7
"2016",122,"LUR","2015-06-01",5.7
"2017",122,"LUR","2015-06-01",5.5
"2016",122,"LUR","2016-06-01",6
"2017",122,"LUR","2016-06-01",6.1
"2018",122,"LUR","2016-06-01",6
"2017",122,"LUR","2017-06-01",5.7
"2018",122,"LUR","2017-06-01",5.5
"2019",122,"LUR","2017-06-01",5.4
"2018",122,"LUR","2018-06-01",5
"2019",122,"LUR","2018-06-01",4.9
"2020",122,"LUR","2018-06-01",4.9
"2019",122,"LUR","2019-06-01",4.7
"2020",122,"LUR","2019-06-01",4.7
"2021",122,"LUR","2019-06-01",4.7
"2020",122,"LUR","2020-06-01",6.8
"2021",122,"LUR","2020-06-01",5.8
"2022",122,"LUR","2020-06-01",5.3
"2021",122,"LUR","2021-06-01",5.2
"2022",122,"LUR","2021-06-01",4.8
"2023",122,"LUR","2021-06-01",4.6
"2022",122,"LUR","2022-06-01",5.1
"2023",122,"LUR","2022-06-01",4.9
"2024",122,"LUR","2022-06-01",4.6
"2023",122,"LUR","2023-06-01",5
"2024",122,"LUR","2023-06-01",4.8
"2025",122,"LUR","2023-06-01",4.6
"2024",122,"LUR","2024-06-01",5.3
"2025",122,"LUR","2024-06-01",5.1
"2026",122,"LUR","2024-06-01",5
"2025",122,"LUR","2025-06-01",5.38808746125
"2026",122,"LUR","2025-06-01",5.37489923775
"2027",122,"LUR","2025-06-01",5.2505336089
"2001",122,"NGDP_RPCH","2001-12-01",1.2
"2002",122,"NGDP_RPCH","2001-12-01",0.9
"2003",122,"NGDP_RPCH","2001-12-01",2.3
"2002",122,"NGDP_RPCH","2002-12-01",0.8
"2003",122,"NGDP_RPCH","2002-12-01",1.6
"2004",122,"NGDP_RPCH","2002-12-01",2.2
"2003",122,"NGDP_RPCH","2003-12-01",0.9
"2004",122,"NGDP_RPCH","2003-12-01",1.6
"2005",122,"NGDP_RPCH","2003-12-01",2.5
"2004",122,"NGDP_RPCH","2004-12-01",1.8
"2005",122,"NGDP_RPCH","2004-12-01",2.3
"2006",122,"NGDP_RPCH","2004-12-01",2.1
"2005",122,"NGDP_RPCH","2005-12-01",1.9
"2006",122,"NGDP_RPCH","2005-12-01",2.3
"2007",122,"NGDP_RPCH","2005-12-01",2.3
"2006",122,"NGDP_RPCH","2006-12-01",3.3
"2007",122,"NGDP_RPCH","2006-12-01",2.8
"2008",122,"NGDP_RPCH","2006-12-01",2.4
"2007",122,"NGDP_RPCH","2007-12-01",3.3
"2008",122,"NGDP_RPCH","2007-12-01",2.5
"2009",122,"NGDP_RPCH","2007-12-01",2.3
"2008",122,"NGDP_RPCH","2008-12-01",1.6
"2009",122,"NGDP_RPCH","2008-12-01",-0.3
"2010",122,"NGDP_RPCH","2008-12-01",0.8
"2009",122,"NGDP_RPCH","2009-12-01",-3.5
"2010",122,"NGDP_RPCH","2009-12-01",1.2
"2011",122,"NGDP_RPCH","2009-12-01",1.6
"2010",122,"NGDP_RPCH","2010-12-01",1.9
"2011",122,"NGDP_RPCH","2010-12-01",2.1
"2012",122,"NGDP_RPCH","2010-12-01",2.3
"2011",122,"NGDP_RPCH","2011-12-01",3.3
"2012",122,"NGDP_RPCH","2011-12-01",0.7
"2013",122,"NGDP_RPCH","2011-12-01",1.6
"2012",122,"NGDP_RPCH","2012-12-01",0.4
"2013",122,"NGDP_RPCH","2012-12-01",0.5
"2014",122,"NGDP_RPCH","2012-12-01",1.7
"2013",122,"NGDP_RPCH","2013-12-01",0.4
"2014",122,"NGDP_RPCH","2013-12-01",1.6
"2015",122,"NGDP_RPCH","2013-12-01",1.9
"2014",122,"NGDP_RPCH","2014-12-01",0.6
"2015",122,"NGDP_RPCH","2014-12-01",0.8
"2016",122,"NGDP_RPCH","2014-12-01",1.6
"2015",122,"NGDP_RPCH","2015-12-01",0.7
"2016",122,"NGDP_RPCH","2015-12-01",1.9
"2017",122,"NGDP_RPCH","2015-12-01",1.8
"2016",122,"NGDP_RPCH","2016-12-01",1.4
"2017",122,"NGDP_RPCH","2016-12-01",1.5
"2018",122,"NGDP_RPCH","2016-12-01",1.5
"2019",122,"NGDP_RPCH","2016-12-01",1.5
"2017",122,"NGDP_RPCH","2017-12-01",3.1
"2018",122,"NGDP_RPCH","2017-12-01",2.8
"2019",122,"NGDP_RPCH","2017-12-01",1.9
"2020",122,"NGDP_RPCH","2017-12-01",1.6
"2018",122,"NGDP_RPCH","2018-12-01",2.7
"2019",122,"NGDP_RPCH","2018-12-01",2
"2020",122,"NGDP_RPCH","2018-12-01",1.9
"2021",122,"NGDP_RPCH","2018-12-01",1.7
"2019",122,"NGDP_RPCH","2019-12-01",1.6
"2020",122,"NGDP_RPCH","2019-12-01",1.1
"2021",122,"NGDP_RPCH","2019-12-01",1.5
"2022",122,"NGDP_RPCH","2019-12-01",1.6
"2020",122,"NGDP_RPCH","2020-12-01",-7.6
"2021",122,"NGDP_RPCH","2020-12-01",3
"2022",122,"NGDP_RPCH","2020-12-01",4
"2023",122,"NGDP_RPCH","2020-12-01",2.2
"2021",122,"NGDP_RPCH","2021-12-01",4.9
"2022",122,"NGDP_RPCH","2021-12-01",4.3
"2023",122,"NGDP_RPCH","2021-12-01",2.6
"2024",122,"NGDP_RPCH","2021-12-01",1.8
"2022",122,"NGDP_RPCH","2022-12-01",4.9
"2023",122,"NGDP_RPCH","2022-12-01",0.6
"2024",122,"NGDP_RPCH","2022-12-01",1.7
"2025",122,"NGDP_RPCH","2022-12-01",1.6
"2023",122,"NGDP_RPCH","2023-12-01",-0.7
"2024",122,"NGDP_RPCH","2023-12-01",0.6
"2025",122,"NGDP_RPCH","2023-12-01",1.7
"2026",122,"NGDP_RPCH","2023-12-01",1.3
"2024",122,"NGDP_RPCH","2024-12-01",-0.5
"2025",122,"NGDP_RPCH","2024-12-01",1.1
"2026",122,"NGDP_RPCH","2024-12-01",1.6
"2027",122,"NGDP_RPCH","2024-12-01",1.3
"2025",122,"NGDP_RPCH","2025-12-01",0.60648464683859
"2026",122,"NGDP_RPCH","2025-12-01",0.804277588554947
"2027",122,"NGDP_RPCH","2025-12-01",1.14580847324735
"2028",122,"NGDP_RPCH","2025-12-01",1.00451962937025
"2002",122,"NGDP_RPCH","2002-06-01",1.1
"2003",122,"NGDP_RPCH","2002-06-01",2.4
"2004",122,"NGDP_RPCH","2002-06-01",2.6
"2003",122,"NGDP_RPCH","2003-06-01",0.7
"2004",122,"NGDP_RPCH","2003-06-01",1.6
"2005",122,"NGDP_RPCH","2003-06-01",2.5
"2004",122,"NGDP_RPCH","2004-06-01",1.5
"2005",122,"NGDP_RPCH","2004-06-01",2.4
"2006",122,"NGDP_RPCH","2004-06-01",2.5
"2005",122,"NGDP_RPCH","2005-06-01",2
"2006",122,"NGDP_RPCH","2005-06-01",2.2
"2007",122,"NGDP_RPCH","2005-06-01",2.2
"2006",122,"NGDP_RPCH","2006-06-01",2.5
"2007",122,"NGDP_RPCH","2006-06-01",2.2
"2008",122,"NGDP_RPCH","2006-06-01",2.2
"2007",122,"NGDP_RPCH","2007-06-01",3.2
"2008",122,"NGDP_RPCH","2007-06-01",2.7
"2009",122,"NGDP_RPCH","2007-06-01",2.3
"2008",122,"NGDP_RPCH","2008-06-01",2.2
"2009",122,"NGDP_RPCH","2008-06-01",1.7
"2010",122,"NGDP_RPCH","2008-06-01",2.4
"2009",122,"NGDP_RPCH","2009-06-01",-4.2
"2010",122,"NGDP_RPCH","2009-06-01",-0.4
"2011",122,"NGDP_RPCH","2009-06-01",1.2
"2010",122,"NGDP_RPCH","2010-06-01",1.6
"2011",122,"NGDP_RPCH","2010-06-01",1.8
"2012",122,"NGDP_RPCH","2010-06-01",2.1
"2011",122,"NGDP_RPCH","2011-06-01",3.2
"2012",122,"NGDP_RPCH","2011-06-01",2.3
"2013",122,"NGDP_RPCH","2011-06-01",2.4
"2012",122,"NGDP_RPCH","2012-06-01",0.9
"2013",122,"NGDP_RPCH","2012-06-01",1.7
"2014",122,"NGDP_RPCH","2012-06-01",2.1
"2013",122,"NGDP_RPCH","2013-06-01",0.3
"2014",122,"NGDP_RPCH","2013-06-01",1.5
"2015",122,"NGDP_RPCH","2013-06-01",1.8
"2014",122,"NGDP_RPCH","2014-06-01",1.6
"2015",122,"NGDP_RPCH","2014-06-01",1.9
"2016",122,"NGDP_RPCH","2014-06-01",2.1
"2015",122,"NGDP_RPCH","2015-06-01",0.7
"2016",122,"NGDP_RPCH","2015-06-01",1.9
"2017",122,"NGDP_RPCH","2015-06-01",1.8
"2016",122,"NGDP_RPCH","2016-06-01",1.6
"2017",122,"NGDP_RPCH","2016-06-01",1.5
"2018",122,"NGDP_RPCH","2016-06-01",1.5
"2017",122,"NGDP_RPCH","2017-06-01",2.2
"2018",122,"NGDP_RPCH","2017-06-01",1.7
"2019",122,"NGDP_RPCH","2017-06-01",1.6
"2018",122,"NGDP_RPCH","2018-06-01",3.1
"2019",122,"NGDP_RPCH","2018-06-01",2.1
"2020",122,"NGDP_RPCH","2018-06-01",1.7
"2019",122,"NGDP_RPCH","2019-06-01",1.5
"2020",122,"NGDP_RPCH","2019-06-01",1.6
"2021",122,"NGDP_RPCH","2019-06-01",1.6
"2020",122,"NGDP_RPCH","2020-06-01",-7.2
"2021",122,"NGDP_RPCH","2020-06-01",4.9
"2022",122,"NGDP_RPCH","2020-06-01",2.7
"2021",122,"NGDP_RPCH","2021-06-01",3.9
"2022",122,"NGDP_RPCH","2021-06-01",4.2
"2023",122,"NGDP_RPCH","2021-06-01",1.9
"2022",122,"NGDP_RPCH","2022-06-01",4.1
"2023",122,"NGDP_RPCH","2022-06-01",2
"2024",122,"NGDP_RPCH","2022-06-01",1.9
"2023",122,"NGDP_RPCH","2023-06-01",0.5
"2024",122,"NGDP_RPCH","2023-06-01",1.6
"2025",122,"NGDP_RPCH","2023-06-01",1.7
"2024",122,"NGDP_RPCH","2024-06-01",0.3
"2025",122,"NGDP_RPCH","2024-06-01",1.8
"2026",122,"NGDP_RPCH","2024-06-01",1.5
"2025",122,"NGDP_RPCH","2025-06-01",-0.107038310844487
"2026",122,"NGDP_RPCH","2025-06-01",0.89483953326901
"2027",122,"NGDP_RPCH","2025-06-01",1.09469639518802
"2002",124,"PCPIPCH","2002-12-01",1.5
"2003",124,"PCPIPCH","2002-12-01",0.9
"2004",124,"PCPIPCH","2002-12-01",1.5
"2003",124,"PCPIPCH","2003-12-01",1.5
"2004",124,"PCPIPCH","2003-12-01",1.3
"2005",124,"PCPIPCH","2003-12-01",1.4
"2004",124,"PCPIPCH","2004-12-01",1.9
"2005",124,"PCPIPCH","2004-12-01",2.2
"2006",124,"PCPIPCH","2004-12-01",1.5
"2005",124,"PCPIPCH","2005-12-01",2.5
"2006",124,"PCPIPCH","2005-12-01",2.3
"2007",124,"PCPIPCH","2005-12-01",1.6
"2006",124,"PCPIPCH","2006-12-01",2.3
"2007",124,"PCPIPCH","2006-12-01",1.9
"2008",124,"PCPIPCH","2006-12-01",2
"2007",124,"PCPIPCH","2007-12-01",1.8
"2008",124,"PCPIPCH","2007-12-01",2.9
"2009",124,"PCPIPCH","2007-12-01",1.7
"2008",124,"PCPIPCH","2008-12-01",4.6
"2009",124,"PCPIPCH","2008-12-01",1.9
"2010",124,"PCPIPCH","2008-12-01",1.9
"2009",124,"PCPIPCH","2009-12-01",0
"2010",124,"PCPIPCH","2009-12-01",1.6
"2011",124,"PCPIPCH","2009-12-01",1.5
"2010",124,"PCPIPCH","2010-12-01",2.3
"2011",124,"PCPIPCH","2010-12-01",2.1
"2012",124,"PCPIPCH","2010-12-01",1.7
"2011",124,"PCPIPCH","2011-12-01",3.5
"2012",124,"PCPIPCH","2011-12-01",2.4
"2013",124,"PCPIPCH","2011-12-01",1.3
"2012",124,"PCPIPCH","2012-12-01",2.6
"2013",124,"PCPIPCH","2012-12-01",1.6
"2014",124,"PCPIPCH","2012-12-01",1.4
"2013",124,"PCPIPCH","2013-12-01",1.2
"2014",124,"PCPIPCH","2013-12-01",1.3
"2015",124,"PCPIPCH","2013-12-01",1.3
"2014",124,"PCPIPCH","2014-12-01",0.6
"2015",124,"PCPIPCH","2014-12-01",0.8
"2016",124,"PCPIPCH","2014-12-01",1.2
"2015",124,"PCPIPCH","2015-12-01",0.6
"2016",124,"PCPIPCH","2015-12-01",1.9
"2017",124,"PCPIPCH","2015-12-01",1.7
"2016",124,"PCPIPCH","2016-12-01",1.8
"2017",124,"PCPIPCH","2016-12-01",2
"2018",124,"PCPIPCH","2016-12-01",2
"2019",124,"PCPIPCH","2016-12-01",2
"2017",124,"PCPIPCH","2017-12-01",2.2
"2018",124,"PCPIPCH","2017-12-01",1.6
"2019",124,"PCPIPCH","2017-12-01",1.6
"2020",124,"PCPIPCH","2017-12-01",1.6
"2018",124,"PCPIPCH","2018-12-01",2.4
"2019",124,"PCPIPCH","2018-12-01",2
"2020",124,"PCPIPCH","2018-12-01",1.6
"2021",124,"PCPIPCH","2018-12-01",1.8
"2019",124,"PCPIPCH","2019-12-01",1.3
"2020",124,"PCPIPCH","2019-12-01",1.3
"2021",124,"PCPIPCH","2019-12-01",1.5
"2022",124,"PCPIPCH","2019-12-01",1.7
"2020",124,"PCPIPCH","2020-12-01",0.4
"2021",124,"PCPIPCH","2020-12-01",1.7
"2022",124,"PCPIPCH","2020-12-01",1.9
"2023",124,"PCPIPCH","2020-12-01",1.9
"2021",124,"PCPIPCH","2021-12-01",3.2
"2022",124,"PCPIPCH","2021-12-01",4.9
"2023",124,"PCPIPCH","2021-12-01",1.2
"2024",124,"PCPIPCH","2021-12-01",1.2
"2022",124,"PCPIPCH","2022-12-01",10.4
"2023",124,"PCPIPCH","2022-12-01",4.4
"2024",124,"PCPIPCH","2022-12-01",2.4
"2025",124,"PCPIPCH","2022-12-01",1.1
"2023",124,"PCPIPCH","2023-12-01",2.3
"2024",124,"PCPIPCH","2023-12-01",4
"2025",124,"PCPIPCH","2023-12-01",1.8
"2026",124,"PCPIPCH","2023-12-01",1.4
"2024",124,"PCPIPCH","2024-12-01",4.3
"2025",124,"PCPIPCH","2024-12-01",2.9
"2026",124,"PCPIPCH","2024-12-01",1.3
"2027",124,"PCPIPCH","2024-12-01",1.7
"2025",124,"PCPIPCH","2025-12-01",3.03318316320387
"2026",124,"PCPIPCH","2025-12-01",2.20493240594717
