"Category","2022","2023","2024"
"France",5.9,5.6,2.7
"Germany",8.7,6.4,2.8
"Italy",8.7,5.9,2.9
"Netherlands",11.6,4.7,3
"Spain",8.3,3.6,2.9
"Poland",13.2,11.4,6.1
"EU",9.2,6.5,3.2
"EA",8.4,5.6,2.9
