"Category","2022","2023","2024"
"France",2.5,1,1.2
"Germany",1.8,-0.4,1.1
"Italy",3.7,0.9,0.8
"Netherlands",4.3,0.5,1
"Spain",5.5,2.2,1.9
"Poland",5.1,0.5,2.7
"EU",3.4,0.8,1.4
"EA",3.3,0.8,1.3
